Your Input	Gene ID	Gene Symbol	Gene Name	Description	Mus musculus Ortholog
PANX2	HGNC:8600	PANX2	pannexin 2	Predicted to enable structural molecule activity and wide pore channel activity. Predicted to be involved in cell-cell signaling and monoatomic cation transport. Predicted to act upstream of or within response to ischemia. Located in plasma membrane. Biomarker of cholangiocarcinoma.	MGI:1890615:Panx2
FJX1	HGNC:17166	FJX1	four-jointed box kinase 1	Predicted to be involved in cell-cell signaling. Predicted to act upstream of or within retina layer formation. Predicted to be located in extracellular region. Predicted to be active in extracellular space.	MGI:1341907:Fjx1
CH17-360D5.2	HGNC:546	ANXA8	annexin A8	Enables several functions, including actin filament binding activity; phosphatidylinositol-3,4-bisphosphate binding activity; and phospholipid binding activity. Involved in endosomal transport; endosome organization; and negative regulation of hydrolase activity. Located in cytosol; late endosome membrane; and plasma membrane. Biomarker of cholangiocarcinoma and pancreatic ductal carcinoma.	MGI:1201374:Anxa8
ICAM5	HGNC:5348	ICAM5	intercellular adhesion molecule 5	Predicted to enable integrin binding activity. Predicted to be involved in cell adhesion. Predicted to act upstream of or within phagocytosis. Predicted to be located in membrane. Predicted to be active in glutamatergic synapse; plasma membrane; and postsynapse.	MGI:109430:Icam5
PSTPIP2	HGNC:9581	PSTPIP2	proline-serine-threonine phosphatase interacting protein 2	Predicted to enable actin filament binding activity. Predicted to be involved in actin filament polymerization. Predicted to be located in cytoskeleton; cytosol; and membrane. Predicted to be active in actin filament; cytoplasm; and plasma membrane.	MGI:1335088:Pstpip2
DGCR6	Multiple entries : 2
GJB5	HGNC:4287	GJB5	gap junction protein beta 5	Predicted to enable gap junction channel activity. Predicted to be involved in cell-cell signaling. Predicted to act upstream of or within labyrinthine layer morphogenesis; spongiotrophoblast differentiation; and trophoblast giant cell differentiation. Predicted to be located in gap junction and plasma membrane. Predicted to be part of connexin complex.	MGI:95723:Gjb5
SLCO1B3	HGNC:10961	SLCO1B3	solute carrier organic anion transporter family member 1B3	Enables organic anion transmembrane transporter activity. Predicted to be involved in bile acid and bile salt transport and sodium-independent organic anion transport. Located in basal plasma membrane. Implicated in bilirubin metabolic disorder and gastrointestinal stromal tumor. Biomarker of breast ductal carcinoma; gastrointestinal system cancer (multiple); lung cancer; and reproductive organ cancer (multiple).	MGI:1351899:Slco1b2
TPD52L1	HGNC:12006	TPD52L1	TPD52 like 1	Enables protein homodimerization activity. Involved in G2/M transition of mitotic cell cycle and positive regulation of signal transduction. Located in perinuclear region of cytoplasm.	MGI:1298386:Tpd52l1
CGB7	Multiple entries : 2
LDLRAD3	HGNC:27046	LDLRAD3	low density lipoprotein receptor class A domain containing 3	Predicted to enable amyloid-beta binding activity. Predicted to be involved in receptor-mediated endocytosis. Predicted to act upstream of or within regulation of protein processing. Predicted to be located in membrane. Predicted to be active in plasma membrane.	MGI:2138856:Ldlrad3
KLHL13	HGNC:22931	KLHL13	kelch like family member 13	Contributes to ubiquitin-protein transferase activity. Involved in protein ubiquitination and regulation of cytokinesis. Part of Cul3-RING ubiquitin ligase complex.	MGI:1914705:Klhl13
CLEC2D	HGNC:14351	CLEC2D	C-type lectin domain family 2 member D	Predicted to enable natural killer cell lectin-like receptor binding activity. Predicted to be involved in cell surface receptor signaling pathway. Located in cell surface and endoplasmic reticulum.	MGI:1918059:Clec2g | MGI:3522133:Clec2f | MGI:2135589:Clec2d | MGI:3028921:Clec2e | MGI:2136650:Clec2i | MGI:2136934:Clec2h
HSPB1	HGNC:5246	HSPB1	heat shock protein family B (small) member 1	Enables several functions, including protein folding chaperone; protein homodimerization activity; and protein kinase binding activity. Involved in several processes, including anterograde axonal protein transport; chaperone-mediated protein folding; and positive regulation of endothelial cell migration. Located in cytoplasm and nucleus. Implicated in Charcot-Marie-Tooth disease axonal type 2F; autosomal dominant distal hereditary motor neuronopathy 3; pancreatic cancer; and sarcoma. Biomarker of focal segmental glomerulosclerosis and rheumatoid arthritis.	MGI:96240:Hspb1
CDH3	Multiple entries : 2
TMPRSS13	HGNC:29808	TMPRSS13	transmembrane serine protease 13	Predicted to enable serine-type endopeptidase activity. Predicted to be involved in proteolysis. Predicted to act upstream of or within establishment of skin barrier. Located in blood microparticle.	MGI:2682935:Tmprss13
FANCB	Multiple entries : 2
FHOD3	Multiple entries : 2
ANKK1	HGNC:21027	ANKK1	ankyrin repeat and kinase domain containing 1	Predicted to enable ATP binding activity; histone H2AS1 kinase activity; and protein serine kinase activity. Acts upstream of or within regulation of cell cycle process. Located in nucleus. Implicated in several diseases, including alcohol dependence; alcohol use disorder; alexithymia; drug dependence (multiple); and mild cognitive impairment.	MGI:3045301:Ankk1
IL31RA	HGNC:18969	IL31RA	interleukin 31 receptor A	Predicted to enable cytokine binding activity and cytokine receptor activity. Involved in several processes, including cell surface receptor signaling pathway via JAK-STAT; monocyte differentiation; and positive regulation of tyrosine phosphorylation of STAT protein. Predicted to be located in plasma membrane. Predicted to be part of receptor complex. Predicted to be active in external side of plasma membrane. Implicated in primary localized cutaneous amyloidosis 2.	MGI:2180511:Il31ra
FAM127C	HGNC:33156	RTL8B	retrotransposon Gag like 8B	No description available	MGI:1913408:Rtl8a | MGI:1920115:Rtl8c | MGI:3576504:Rtl8b
NKX3-1	HGNC:7838	NKX3-1	NK3 homeobox 1	Enables several functions, including cysteine-type endopeptidase activator activity involved in apoptotic process; histone deacetylase binding activity; and nuclear estrogen receptor binding activity. Involved in several processes, including cellular response to cytokine stimulus; positive regulation of cell communication; and regulation of gene expression. Located in cytosol; nucleoplasm; and site of DNA damage. Implicated in hepatocellular carcinoma. Biomarker of hepatocellular carcinoma.	MGI:97352:Nkx3-1
CD209	HGNC:1641	CD209	CD209 molecule	Enables virus receptor activity. Involved in several processes, including B cell adhesion; positive regulation of T cell proliferation; and positive regulation of viral life cycle. Acts upstream of or within regulation of T cell proliferation. Located in external side of plasma membrane. Implicated in Coronavirus infectious disease; aspergillosis; dengue disease (multiple); human immunodeficiency virus infectious disease (multiple); and tuberculosis (multiple). Biomarker of asthma; bronchopulmonary dysplasia; pulmonary hypertension; rheumatic heart disease; and tuberculosis.	MGI:2157947:Cd209d | MGI:2157948:Cd209e | MGI:2157945:Cd209c | MGI:2157942:Cd209a | MGI:1916415:Cd209b
SLCO1B7	HGNC:32934	SLCO1B7	solute carrier organic anion transporter family member 1B7 (putative)	Predicted to enable bile acid transmembrane transporter activity and sodium-independent organic anion transmembrane transporter activity. Predicted to be involved in bile acid and bile salt transport and sodium-independent organic anion transport. Predicted to be located in plasma membrane. Predicted to be active in basolateral plasma membrane.	MGI:1351899:Slco1b2
GRIP1	Multiple entries : 3
NETO2	HGNC:14644	NETO2	neuropilin and tolloid like 2	Predicted to enable ionotropic glutamate receptor binding activity. Predicted to be involved in neurotransmitter receptor localization to postsynaptic specialization membrane and regulation of neurotransmitter receptor localization to postsynaptic specialization membrane. Predicted to be located in membrane and synapse. Predicted to be active in glutamatergic synapse and postsynaptic density membrane.	MGI:1921763:Neto2
PARVB	HGNC:14653	PARVB	parvin beta	Predicted to enable actin binding activity. Involved in actin cytoskeleton organization; establishment or maintenance of cell polarity regulating cell shape; and lamellipodium assembly. Located in several cellular components, including actin cytoskeleton; focal adhesion; and lamellipodium.	MGI:2153063:Parvb
CYP26B1	HGNC:20581	CYP26B1	cytochrome P450 family 26 subfamily B member 1	Enables oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen; retinoic acid 4-hydroxylase activity; and retinoic acid binding activity. Involved in bone morphogenesis; retinoic acid catabolic process; and xenobiotic metabolic process. Located in cytoplasm. Biomarker of hepatocellular carcinoma.	MGI:2176159:Cyp26b1
HMGA2	HGNC:5009	HMGA2	high mobility group AT-hook 2	Enables several functions, including DNA binding activity; catalytic activity, acting on DNA; and protein domain specific binding activity. Involved in several processes, including chondrocyte proliferation; formation of primary germ layer; and regulation of macromolecule biosynthetic process. Located in nucleus and senescence-associated heterochromatin focus. Part of SMAD protein complex and protein-DNA complex. Implicated in Silver-Russell syndrome; leiomyoma; lipoma; and ovarian cancer.	MGI:101761:Hmga2
ANKRD33B	HGNC:35240	ANKRD33B	ankyrin repeat domain 33B	No description available	MGI:1917904:Ankrd33b
ABCA12	HGNC:14637	ABCA12	ATP binding cassette subfamily A member 12	Enables apolipoprotein A-I receptor binding activity and lipid transporter activity. Involved in several processes, including corneocyte desquamation; phospholipid efflux; and positive regulation of cholesterol efflux. Located in Golgi membrane; epidermal lamellar body membrane; and plasma membrane. Implicated in autosomal recessive congenital ichthyosis 1; autosomal recessive congenital ichthyosis 4A; and autosomal recessive congenital ichthyosis 4B.	MGI:2676312:Abca12
ELF5	HGNC:3320	ELF5	E74 like ETS transcription factor 5	Enables sequence-specific double-stranded DNA binding activity. Predicted to be involved in positive regulation of transcription by RNA polymerase II. Predicted to act upstream of or within several processes, including ectodermal cell fate commitment; mammary gland epithelial cell differentiation; and negative regulation of cell differentiation involved in embryonic placenta development. Predicted to be located in chromatin and cytoplasm. Predicted to be active in nucleus.	MGI:1335079:Elf5
SLC22A4	HGNC:10968	SLC22A4	solute carrier family 22 member 4	Enables PDZ domain binding activity; amino acid transmembrane transporter activity; and organic cation transmembrane transporter activity. Involved in amino acid import across plasma membrane; quaternary ammonium group transport; and xenobiotic transport. Acts upstream of or within carnitine transport. Located in apical plasma membrane; basal plasma membrane; and mitochondrial membrane. Implicated in rheumatoid arthritis.	MGI:1353479:Slc22a4
